ID,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
971,2020-08-28,41,91313,572,Employed,Associate,23,21648,60,Married,1,Own,227,0.3403039603357747,3,2,0.0769908564169491,0,Debt Consolidation,0,16,26,15469,6960,46755,14173,7609.416666666667,0.5743372427561909,5,32582,0.240648,0.2589973618891757,646.8669256763756,0.1148401991843057,1
972,2020-08-29,31,44961,595,Employed,Associate,9,15062,84,Married,1,Rent,186,0.4881681795679162,2,0,0.1042750388710017,0,Other,0,26,24,485,613,91668,6213,3746.75,0.8911620976460622,5,85455,0.242562,0.2607027732686683,391.6110729063961,0.1541632275722682,0
973,2020-08-30,50,67922,619,Employed,Bachelor,28,16581,60,Married,1,Other,689,0.1471687336181384,1,0,0.1321031215264283,0,Auto,0,27,29,2325,1077,137985,54526,5660.166666666667,0.8168986703627065,6,83459,0.212081,0.2190429021128188,457.0473409017519,0.2024759001622599,1
974,2020-08-31,32,40130,552,Employed,Bachelor,8,25797,48,Married,0,Other,608,0.1776748108327701,1,0,0.4035631838469664,0,Auto,0,25,29,7198,1218,101310,36320,3344.1666666666665,0.876036772996983,10,64990,0.244797,0.2276620588690948,823.530916941133,0.4280680539071417,0
975,2020-09-01,34,49484,580,Employed,High School,12,27909,96,Married,2,Mortgage,866,0.1258545051155351,2,2,0.3552210023912978,0,Debt Consolidation,0,12,24,11487,555,88221,38737,4123.666666666667,0.798410658009072,4,49484,0.272909,0.2681933083043585,708.6473608439037,0.3818561217792992,0
976,2020-09-02,18,15000,510,Employed,Associate,0,4698,36,Single,2,Mortgage,142,0.550555774793686,5,1,0.2178417731796483,0,Auto,0,27,7,8757,4914,42060,19804,1250.0,0.9323631726337308,4,22256,0.234698,0.2236695524882752,180.3118310420708,0.2578494648336566,0
977,2020-09-03,34,90635,575,Employed,Doctorate,14,24248,120,Single,0,Rent,643,0.7142162578534165,1,0,0.0812759038883039,0,Home,0,29,2,6205,1287,45613,92886,7552.916666666667,0.7587515596771206,4,6856,0.291748,0.3115893556113448,660.0723762467962,0.1725257187064771,0
978,2020-09-04,18,20685,554,Employed,Associate,0,26720,48,Single,0,Mortgage,653,0.5378288803007787,6,0,0.338386816167911,0,Home,0,19,4,3874,2086,37547,372,1723.75,0.8550523957005366,4,37175,0.24472,0.2640971681802634,907.0965035319044,0.9050596104608584,0
979,2020-09-05,20,25605,564,Employed,Associate,0,29744,96,Single,0,Rent,166,0.0651530525837116,0,1,0.4812968847124379,0,Other,0,19,15,8896,2217,35902,23301,2133.75,0.9559705424517596,4,12601,0.282744,0.2604496889376407,739.7256894726025,0.4244760114692923,0
980,2020-09-06,49,15000,572,Unemployed,High School,29,14680,36,Single,2,Mortgage,339,0.1146182854172988,2,1,0.5763014940904455,0,Home,1,32,1,9278,359,127899,16027,1250.0,0.5499586021777084,7,111872,0.21368,0.2382969170339892,574.6263893064764,0.7309011114451811,0
981,2020-09-07,49,30487,616,Employed,Master,21,39474,48,Divorced,2,Mortgage,636,0.3478681654694791,2,1,0.1711564795028748,0,Home,0,23,22,4310,2887,13068,4796,2540.583333333333,0.9431734327650352,4,8272,0.226474,0.2458726069545868,1299.773917888532,0.7619407293161801,0
982,2020-09-08,45,24016,510,Employed,High School,20,23337,96,Married,2,Rent,307,0.0921052878599842,4,0,0.2936424646599047,0,Debt Consolidation,1,25,9,546,923,35311,13989,2001.3333333333333,0.7737180154817855,6,21322,0.303337,0.242738200158131,552.9229756133698,0.4296750377814972,0
983,2020-09-09,28,41395,585,Employed,High School,5,11503,60,Married,3,Mortgage,324,0.430291093054684,1,1,0.137750458401528,0,Debt Consolidation,0,21,10,2439,421,24230,6322,3449.583333333333,0.7731489988088996,5,17908,0.224003,0.2432585334195821,333.0971386037184,0.1904859442745408,0
984,2020-09-10,39,24412,624,Employed,Associate,18,20679,72,Married,3,Mortgage,294,0.0940767890419106,1,1,0.1218611906377341,0,Debt Consolidation,0,32,29,4158,1082,119369,87788,2034.3333333333333,0.8619992674770056,4,31581,0.223679,0.2136704700996542,511.8424604176948,0.3961211504592962,0
985,2020-09-11,39,33720,569,Employed,Associate,17,14379,48,Married,2,Mortgage,365,0.2411180824987336,1,2,0.4375382449136444,0,Education,0,14,21,5608,616,252595,14353,2810.0,0.883823364779828,3,238242,0.224879,0.1821850778404672,424.0266828707871,0.2807924138330203,1
986,2020-09-12,26,36263,578,Unemployed,Doctorate,3,43568,48,Single,0,Other,414,0.3138500598328257,3,1,0.4647590976737923,0,Education,0,16,22,1957,659,62028,22339,3021.9166666666665,0.7524710767850441,8,39689,0.249568,0.2447144573687269,1431.7758122105029,0.6107963970583249,0
987,2020-09-13,58,18225,617,Employed,High School,35,25829,60,Single,3,Other,937,0.1545989952011987,0,0,0.3768273233739539,0,Other,0,27,1,2885,772,18316,4856,1518.75,0.6962539604465638,10,13460,0.222329,0.244184457904622,749.3344234272647,1.1103436532854418,0
988,2020-09-14,50,50064,569,Unemployed,Associate,24,30954,36,Divorced,4,Mortgage,508,0.3100638989873378,2,3,0.0943124787825601,0,Education,0,22,7,3053,885,49470,6963,4172.0,0.9224021578749638,5,42507,0.231454,0.2639279595467834,1253.641803332239,0.4222535482579672,0
989,2020-09-15,37,33888,575,Employed,High School,15,14075,24,Married,3,Mortgage,159,0.0797914798479415,2,0,0.0790274989213625,0,Home,0,16,2,588,3521,38862,31579,2824.0,0.7700643695668643,3,7283,0.201575,0.24189,745.4890712293785,0.3202864983106864,0
990,2020-09-16,40,49566,612,Employed,Bachelor,16,33062,12,Single,3,Rent,450,0.3106700787258392,3,0,0.456790053586797,0,Other,0,28,21,1859,1374,59869,31040,4130.5,0.7723288120369891,2,28829,0.192062,0.2304744,3111.1083389252585,0.862149458643084,0
991,2020-09-17,42,81304,610,Unemployed,Associate,22,32230,48,Married,0,Rent,407,0.1075578997323737,0,1,0.0582527921029448,0,Home,0,21,18,625,1124,52648,14134,6775.333333333333,0.9281148715683688,3,38514,0.22223,0.198591838869957,978.3541146644368,0.2044702520905889,0
992,2020-09-18,18,41171,545,Employed,Bachelor,0,18839,72,Married,2,Mortgage,610,0.2112550593409756,2,0,0.2663610779746844,0,Home,1,25,14,3775,844,262378,28134,3430.9166666666665,0.7593047270941715,4,234244,0.261339,0.2841231798922658,547.6150133443132,0.3374069165221092,0
993,2020-09-19,37,32162,607,Employed,Associate,14,12629,48,Married,0,Rent,439,0.0661700692204247,0,2,0.4881057052753853,0,Education,0,9,29,17154,9445,26599,21251,2680.1666666666665,0.6815863693281934,1,5348,0.204129,0.2375611962598192,410.02771980707575,0.3167816876340062,0
994,2020-09-20,31,72939,605,Employed,Bachelor,7,27799,72,Single,2,Mortgage,339,0.159089477151982,3,2,0.3656105025791299,0,Auto,0,20,16,2288,960,313443,62619,6078.25,0.7354364583811455,5,250824,0.2402989999999999,0.2690436099586703,781.6355863404381,0.1843681300276293,0
995,2020-09-21,27,38101,608,Self-Employed,Associate,6,18269,24,Married,1,Rent,322,0.1247555085329884,6,0,0.1417790946907552,0,Auto,0,41,10,2971,2585,105328,59086,3175.083333333333,0.6357635227032428,3,46242,0.189269,0.1660060456740798,899.7586633351671,0.384795778589066,0
996,2020-09-22,36,40615,641,Unemployed,Associate,14,28238,24,Single,0,Mortgage,300,0.3081292444424293,2,1,0.1634568902986194,0,Education,0,27,8,2631,4553,89923,74596,3384.583333333333,0.6511405908158834,4,15327,0.1827379999999999,0.1957946634708004,1431.4011597647116,0.5115551869303592,0
997,2020-09-23,61,91274,594,Employed,Bachelor,36,13560,36,Married,3,Mortgage,789,0.5377437204532658,3,1,0.1013726062782483,0,Auto,0,21,9,2288,2030,94280,314621,7606.166666666667,0.8407032842970953,7,6366,0.20156,0.161248,477.5652755516032,0.1665182122687648,1
998,2020-09-24,47,33812,516,Employed,Associate,22,18697,60,Married,2,Rent,547,0.2568265405128666,2,1,0.320103143043386,0,Home,0,24,19,2033,3013,102035,12631,2817.6666666666665,0.9260892519433844,5,89404,0.265697,0.3108769436891398,617.4622974736506,0.4132718434190171,0
999,2020-09-25,33,108314,642,Employed,Master,10,20922,12,Single,4,Other,315,0.1530753091790289,2,1,0.3102698098951731,1,Other,0,23,27,2325,956,14618,34910,9026.166666666666,0.9825291678200596,4,3799,0.164922,0.1570548152944814,1895.356289186102,0.2448831681059994,1
1000,2020-09-26,46,60229,575,Employed,Associate,28,23509,72,Divorced,1,Rent,438,0.3051176988600561,0,0,0.363538082839812,0,Home,0,19,8,714,6274,34992,9330,5019.083333333333,0.8531624707526488,2,25662,0.251009,0.2404718271541031,619.5909908963291,0.2107139731816226,0
1001,2020-09-27,56,166387,673,Self-Employed,Master,28,60044,48,Married,3,Own,367,0.0650397204714045,3,0,0.3363728255332398,0,Home,0,25,19,10332,2723,28990,26330,13865.583333333334,0.8398940394516949,7,2660,0.218544,0.202917852007025,1836.508209732628,0.1589192576150272,1
1002,2020-09-28,51,48256,551,Employed,High School,29,66609,36,Married,0,Own,722,0.151276616015895,4,2,0.2607656149815713,0,Education,0,18,17,1768,1624,284265,34022,4021.3333333333335,0.9860958631307132,8,250243,0.276109,0.2420883134102086,2620.5702054574126,0.8312094343809878,0
1003,2020-09-29,40,78385,573,Employed,High School,18,25758,24,Married,1,Other,168,0.1563116626592571,1,1,0.3854493550387203,0,Education,0,30,16,4098,739,62349,171288,6532.083333333333,0.7200149364702215,9,2643,0.214258,0.2189799623107267,1334.980369925953,0.2300920385164436,0
1004,2020-09-30,32,16820,553,Self-Employed,Associate,11,13514,72,Married,1,Rent,315,0.4769002874705945,2,2,0.174220472882887,0,Other,0,38,11,3934,3357,43141,161292,1401.6666666666667,0.8478194381633258,4,9258,0.2520139999999999,0.2702051726749819,380.9614521673956,0.4965242227115783,0
1005,2020-10-01,48,93993,481,Unemployed,High School,25,20112,72,Single,1,Rent,203,0.0975186565881315,3,3,0.2111052735010702,0,Auto,0,31,2,943,615,33077,159157,7832.75,0.8503771112405691,1,1850,0.294612,0.2356896,524.2350392803119,0.0928454296741644,1
1006,2020-10-02,44,76935,544,Employed,Associate,21,39070,12,Married,2,Mortgage,343,0.1451331614983811,0,1,0.4043812048195092,0,Debt Consolidation,0,27,6,1279,1654,244092,29429,6411.25,0.5380502917697515,5,214663,0.23207,0.2274105939509939,3670.681159723687,0.6260372251469973,0
1007,2020-10-03,50,64057,588,Employed,High School,26,13309,48,Married,0,Other,213,0.2470743893401107,1,1,0.2277857103247182,0,Auto,0,30,17,572,1997,52252,17549,2669.083333333333,0.7856275506954985,3,34703,0.214309,0.1714472,385.0289676727041,0.2240578104865106,0
1008,2020-10-04,47,90882,512,Employed,Master,26,29746,36,Single,0,Mortgage,1375,0.2370172199473097,4,1,0.2681779237663095,0,Debt Consolidation,0,26,13,1388,303,20154,21505,7573.5,0.9034990296617952,3,9821,0.258746,0.3053837072993999,1271.5519610237377,0.3494489946555407,0
1009,2020-10-05,52,29634,628,Employed,Bachelor,30,18717,36,Married,0,Mortgage,502,0.2459410554457482,2,0,0.3601798696712004,0,Education,0,32,4,1075,2331,66170,8405,2469.5,0.9258943995397722,2,57765,0.189717,0.1946684431030699,690.5166227045598,0.4828980047396476,0
1010,2020-10-06,33,34534,597,Employed,Associate,6,11971,60,Married,1,Own,669,0.1593799315469064,1,1,0.6285378748296693,0,Education,0,19,14,3140,1253,125257,16928,2877.833333333333,0.9143846144671188,8,108329,0.218471,0.2336809907899626,340.00465003535584,0.3506126078769985,0
1011,2020-10-07,55,35187,604,Employed,Bachelor,32,21477,48,Married,2,Own,367,0.3928598625550064,3,1,0.0361153843126761,0,Home,0,30,16,2867,469,76385,10249,2932.25,0.9211197147017042,5,66136,0.214477,0.213903401737013,669.5675821547361,0.3535058682427269,0
1012,2020-10-08,42,84598,579,Employed,High School,20,25870,24,Divorced,3,Rent,322,0.1217940916626175,1,5,0.0402300852970033,0,Home,0,32,1,1247,4498,46166,20843,7049.833333333333,0.954588797144504,2,25323,0.21137,0.1981685685564082,1314.361013503761,0.2321134324930274,0
1013,2020-10-09,64,153162,508,Employed,Master,43,31309,36,Married,1,Own,1305,0.0614016429496709,4,0,0.0782738793002795,0,Home,0,21,4,303,2075,139812,97297,12763.5,0.7651984871069702,4,42515,0.262309,0.2261390043237416,1205.6711858360254,0.1967071090089729,1
1014,2020-10-10,31,31212,602,Employed,Associate,7,25354,48,Married,0,Own,492,0.369275140225,3,3,0.4742634056572469,0,Auto,0,26,2,12014,322,49848,9869,2601.0,0.4178894906123946,6,39979,0.219354,0.2222151357186297,801.8572491605571,0.497446078108634,0
1015,2020-10-11,60,18712,508,Employed,High School,35,48244,36,Married,5,Other,707,0.7435233458685846,2,0,0.2665333686600544,0,Home,0,22,12,6524,1472,50704,5863,1559.3333333333333,0.7763147890303688,5,44841,0.279244,0.2586352106771671,1940.2749661102,1.6976966435080376,0
1016,2020-10-12,42,25268,638,Employed,Master,18,11956,60,Widowed,3,Mortgage,601,0.2856688008732513,3,4,0.4155544189871918,0,Auto,0,28,10,5602,647,77499,9116,2105.6666666666665,0.5357060798711366,4,68383,0.197956,0.2031797806738292,318.87993277515466,0.4368592367144949,0
1017,2020-10-13,32,52299,596,Employed,Associate,10,16709,60,Married,2,Other,493,0.1817306825148071,5,0,0.2168636085202294,0,Education,0,24,26,5664,483,147968,15806,4358.25,0.7011589742889874,5,132162,0.223709,0.254088600532057,494.4444799710787,0.2265690311411871,0
1018,2020-10-14,34,49090,611,Employed,Bachelor,11,8035,24,Married,3,Mortgage,251,0.2462587318807933,3,2,0.2840853441633673,0,Home,0,22,9,1251,1487,29335,28163,4090.8333333333335,0.8541992215589177,4,1172,0.1775349999999999,0.1679101664156393,396.4622216507124,0.1582714740233968,1
1019,2020-10-15,36,40777,533,Employed,Master,10,6972,60,Single,3,Rent,160,0.3917744064823513,1,1,0.2592774356328615,0,Home,1,36,14,2290,2974,285238,11042,3398.083333333333,0.7978558799474498,4,274196,0.245472,0.2514312729376763,205.22286311754567,0.107479077848065,1
1020,2020-10-16,45,32164,602,Employed,Master,20,16872,60,Widowed,0,Own,588,0.2311209535247391,1,1,0.3496569821020789,0,Auto,0,29,6,643,454,35229,81595,2680.333333333333,0.9252489414092044,9,1174,0.220872,0.2430332174991237,488.3481416829482,0.4015724940988489,0
1021,2020-10-17,46,157771,496,Employed,Master,25,22415,24,Married,0,Rent,357,0.3041768013411989,1,0,0.0934596569981883,0,Education,0,22,4,10344,1164,19663,5932,13147.583333333334,0.8963083024537485,5,13731,0.2494149999999999,0.2829888859308818,1233.742177579069,0.1209912222838723,1
1022,2020-10-18,33,34564,617,Employed,Associate,15,15627,48,Single,0,Own,846,0.6638586792664296,2,2,0.3282988279135421,0,Debt Consolidation,0,14,3,4811,1327,18829,10298,2880.333333333333,0.7414368051969663,9,8531,0.202127,0.2163637913389838,489.2657663697423,0.463580291529826,0
1023,2020-10-19,39,28178,485,Employed,Bachelor,16,8749,72,Single,1,Mortgage,74,0.4072934514825601,2,2,0.1852184560521375,0,Other,0,20,2,3931,815,8292,46272,2348.1666666666665,0.9075232876126555,5,6845,0.2812489999999999,0.3006311065025693,263.5624234622473,0.1437557343156706,0
1024,2020-10-20,65,102889,565,Employed,High School,41,21977,96,Single,3,Mortgage,154,0.2002818285092954,1,2,0.2564465919111918,0,Auto,0,18,3,4814,875,71795,48830,8574.083333333334,0.7469609090590116,3,22965,0.2744769999999999,0.3253620947020641,645.3532796737311,0.0932290075332132,0
1025,2020-10-21,60,70618,627,Employed,Master,40,37900,36,Divorced,5,Mortgage,224,0.1211025722302008,2,0,0.047184972042765,0,Auto,0,25,19,2551,3579,246583,16513,5884.833333333333,0.6579121972289635,4,230070,0.2094,0.2334251456405416,1473.8729235965266,0.2885167391197473,0
1026,2020-10-22,45,78925,510,Employed,Associate,23,24540,36,Divorced,0,Own,737,0.3441465126155974,5,1,0.2161830544483642,0,Other,1,23,16,1536,491,25445,36262,6577.083333333333,0.6949479013173566,8,4202,0.25454,0.2379393045185667,960.1210272147856,0.2580355061967365,0
1027,2020-10-23,40,21658,593,Employed,Associate,18,20806,36,Married,0,Mortgage,360,0.2138141223929199,4,0,0.6356410190334595,0,Auto,1,22,16,129,1983,43756,21800,1804.8333333333333,0.656472694542351,7,21956,0.209306,0.1880756193426652,760.6423280724239,0.620911807963297,0
1028,2020-10-24,41,61776,520,Employed,Master,18,14694,48,Single,4,Mortgage,365,0.4100310980369726,1,2,0.4176202289421865,0,Education,1,18,19,9133,1320,46201,23938,5148.0,0.8972355328035581,2,22263,0.249694,0.2612488925668273,496.4751152155469,0.1673417084723284,0
1029,2020-10-25,47,109164,589,Employed,Master,26,20266,84,Married,0,Mortgage,593,0.1712791745588885,1,3,0.3549265651668584,0,Other,0,17,22,2276,280,40086,16331,9097.0,0.7480400392496076,7,23755,0.250766,0.2435978038065885,504.6993491512914,0.1206660821316138,1
1030,2020-10-26,27,28920,607,Employed,Doctorate,2,19627,12,Divorced,3,Mortgage,428,0.2956445665326045,7,1,0.238515997359465,0,Education,0,17,19,3206,797,432180,40601,2410.0,0.773555773017692,4,391579,0.181127,0.172112397339509,1792.0438181383877,0.921180007526302,0
1031,2020-10-27,36,32932,572,Employed,Associate,13,19693,60,Married,1,Mortgage,191,0.4510437357705751,2,0,0.1258926503918593,0,Education,0,30,1,563,1992,184270,6991,2744.333333333333,0.7001502862907464,3,177279,0.238693,0.2803048545944049,613.5199489131134,0.2931567893525252,0
1032,2020-10-28,19,22216,512,Employed,High School,0,18678,48,Single,0,Rent,282,0.1309239832459659,4,1,0.2753204112941138,0,Debt Consolidation,0,23,9,4900,790,21121,28292,1851.3333333333333,0.8899317673688308,3,4343,0.257678,0.2445463518947186,613.6410848176536,0.4837816446620383,0
1033,2020-10-29,44,39963,585,Employed,Master,20,26865,48,Married,1,Own,322,0.3638258425787542,3,1,0.6014242636099107,0,Education,0,16,26,5541,2781,20678,166649,3330.25,0.9735763396971294,8,3107,0.229365,0.2241895930234653,852.5330506459351,0.3526861498824217,0
1034,2020-10-30,47,123756,577,Employed,Associate,27,30387,60,Single,2,Mortgage,244,0.0789959988487523,2,0,0.177019691120587,0,Auto,0,26,12,6804,835,32855,4494,10313.0,0.8461222439680641,3,28361,0.246887,0.2308232982951723,858.0618125470832,0.106861418844864,1
1035,2020-10-31,34,64419,587,Unemployed,Master,9,22843,36,Divorced,1,Other,270,0.3934412860135833,5,1,0.1916412442432524,0,Debt Consolidation,0,18,24,21158,361,58128,5381,5368.25,0.9183378954324792,8,52747,0.214343,0.212647314705609,863.7195791956385,0.2111897879561567,0
1036,2020-11-01,58,186105,598,Employed,Bachelor,34,5983,48,Single,4,Rent,491,0.6496289681104138,2,1,0.2630725828472234,0,Other,1,22,11,1640,534,89976,3589,15508.75,0.9542974935966432,2,86387,0.201983,0.2050136441019075,183.6668841216656,0.0435023379783454,1
1037,2020-11-02,25,124859,610,Employed,Master,0,41917,60,Divorced,0,Mortgage,512,0.250733730270083,2,2,0.3439631573246484,0,Auto,1,39,18,9431,1135,104412,61766,10404.916666666666,0.7092928885909215,2,42646,0.241917,0.272464756425537,1286.1315211886972,0.1728155619880374,0
1038,2020-11-03,22,81180,577,Employed,Bachelor,0,19252,48,Widowed,1,Mortgage,277,0.1608758396204214,1,0,0.0383428703783838,0,Education,0,22,23,1994,845,11228,18893,6765.0,0.9166399713721504,5,3112,0.225752,0.2439860457142199,631.9004903237443,0.1343533614669245,0
1039,2020-11-04,42,145244,540,Employed,Master,20,15861,60,Single,2,Mortgage,561,0.2428798310381604,3,2,0.145396738472427,0,Debt Consolidation,0,20,12,974,402,144682,7846,12103.666666666666,0.8597885580767403,5,136836,0.250861,0.229220820339344,446.419300003024,0.0832325713973471,1
1040,2020-11-05,52,96889,588,Employed,High School,29,14491,60,Divorced,2,Mortgage,250,0.1682736195186762,4,0,0.1821476673292208,0,Home,0,22,4,901,720,27707,30931,8074.083333333333,0.9022001696882674,5,2484,0.225491,0.2405392974636385,417.3303265851837,0.0826509089682234,0
1041,2020-11-06,60,169061,631,Employed,Doctorate,38,25339,24,Single,1,Rent,187,0.5147685403998368,3,1,0.269223908642725,0,Debt Consolidation,0,18,3,13043,985,30307,20310,14088.416666666666,0.7650544977312375,6,9997,0.184839,0.1922794774383296,1280.1119717192169,0.1041360435619723,1
1042,2020-11-07,34,65286,621,Employed,High School,13,30033,48,Married,3,Rent,830,0.1985151547835585,4,2,0.3338622420565175,0,Home,0,27,9,2436,3542,460938,10348,5440.5,0.8944844866923701,4,450590,0.214533,0.2016409275437167,916.5428463277948,0.3210261641995762,1
